iter	CrossEntropy
504	0.369035204
505	0.3690230828
506	0.3690230801
507	0.368866336
508	0.3687434102
509	0.3687434047
510	0.3686960671
511	0.3686960565
512	0.3672443666
513	0.3672443617
514	0.3672443771
515	0.3672404805
516	0.3672404771
517	0.3667681842
518	0.3667682026
519	0.3667439099
520	0.3666572827
521	0.3666573117
522	0.3662801259
523	0.3662768665
524	0.3662768473
525	0.3662693039
526	0.3662692681
527	0.3660997061
528	0.3659532383
529	0.3659533553
530	0.3659190978
531	0.3659190757
532	0.3657687341
533	0.3657496338
534	0.3653571232
535	0.3644122789
536	0.3644121866
537	0.3643849434
538	0.364378024
539	0.3643755352
540	0.3643360923
541	0.3643360356
542	0.3643354249
543	0.3643354019
544	0.3643353867
545	0.3643269364
546	0.364244307
547	0.3642301839
548	0.3640819934
549	0.3633376444
550	0.3633167073
551	0.3632510033
552	0.3632149685
553	0.3631732332
554	0.3631164716
555	0.363110806
556	0.3630533001
557	0.3630361223
558	0.3630149904
559	0.3630144017
560	0.3630144775
561	0.3629935306
562	0.3629935482
563	0.3629388465
564	0.3628698145
565	0.3627405134
566	0.3618006568
567	0.3618006445
568	0.3617831949
569	0.3617830917
570	0.3617830807
571	0.3617830971
572	0.3617384764
573	0.3614168141
574	0.3613169173
575	0.3613084349
576	0.3613083641
577	0.36130328
578	0.3612923021
579	0.3611319942
580	0.3611320085
581	0.3611090662
582	0.3609851745
583	0.3609816765
584	0.3609037274
585	0.3609020902
586	0.3607582406
587	0.3606537322
588	0.3606538005
589	0.3593513973
590	0.3592333471
591	0.359162521
592	0.3591507248
593	0.3591502086
594	0.3577372012
595	0.3577344329
596	0.3577344436
597	0.3577344563
598	0.3577344383
599	0.3577344552
600	0.3576109807
601	0.3576109287
602	0.3575979527
603	0.3575743653
604	0.3575743008
605	0.3575743492
606	0.3574980877
607	0.357498081
608	0.3574981158
609	0.3574942783
610	0.3574943094
611	0.3574943234
612	0.3573282964
613	0.3572743772
614	0.3572643982
615	0.3571937741
616	0.3571921447
617	0.3571235518
618	0.3570515534
619	0.3570515679
620	0.3569901759
621	0.3569901575
622	0.3569901963
623	0.3569841526
624	0.3567702311
625	0.3567701998
626	0.3567614033
627	0.3565640242
628	0.3564940203
629	0.3564940169
630	0.3564940203
631	0.3562136151
632	0.3562038012
633	0.3562037225
634	0.3562037268
635	0.3562037227
636	0.3561928081
637	0.3561927517
638	0.3561230249
639	0.356123016
640	0.3560627942
641	0.3547064702
642	0.3546973841
643	0.354697383
644	0.3542955293
645	0.3530832835
646	0.3522459942
647	0.3522460632
648	0.3513108975
649	0.3512742104
650	0.3512495049
651	0.3512495083
652	0.3506307068
653	0.3506217924
654	0.3503188529
655	0.3498496468
656	0.3498496289
657	0.3498162764
658	0.3498113147
659	0.3498113717
660	0.3498077401
661	0.3495469869
662	0.3495469887
663	0.3495426471
664	0.34954266
665	0.3494301582
666	0.3482938383
667	0.3482938285
668	0.3482137145
669	0.3482121067
670	0.3482108529
671	0.3482109424
672	0.3481025378
673	0.3480975034
674	0.3480924625
675	0.3480470346
676	0.3480368501
677	0.3479651507
678	0.3478867254
679	0.3478828134
680	0.3465884424
681	0.3465884716
682	0.3465683031
683	0.3465682932
684	0.3463594188
685	0.3461682836
686	0.3460440681
687	0.3459253424
688	0.3459178937
689	0.3444694188
690	0.3444693902
691	0.3444694202
692	0.3443937497
693	0.3443924889
694	0.3443850287
695	0.3443567488
696	0.3443368734
697	0.3443368714
698	0.3443368782
699	0.3442988712
700	0.3442835255
701	0.3435132811
702	0.3435133044
703	0.343499569
704	0.3434996482
705	0.343499676
706	0.3434156656
707	0.3434155944
708	0.3433935712
709	0.3433788914
710	0.3433723776
711	0.3433527989
712	0.3433471901
713	0.3433305003
714	0.3433294316
715	0.3432120049
716	0.3432120106
717	0.3432119647
718	0.3431706168
719	0.3431615281
720	0.3430297003
721	0.3423435527
722	0.3423345796
723	0.3423345824
724	0.3423345803
725	0.3409088799
726	0.3401813999
727	0.3401813016
728	0.3401790614
729	0.3401790917
730	0.3397239668
731	0.3397239769
732	0.3377248225
733	0.3376063422
734	0.3375848894
735	0.3375606416
736	0.337560662
737	0.3375059889
738	0.3374762018
739	0.3374029379
740	0.3374029203
741	0.337400338
742	0.3373059732
743	0.3370415549
744	0.3370104968
745	0.3370061723
746	0.3370061724
747	0.3370015561
748	0.3369775437
749	0.3369775709
750	0.336870343
751	0.3368703395
752	0.3368703205
753	0.3367170942
754	0.3367170964
755	0.3367171201
756	0.3367098308
757	0.3367097072
758	0.3367033362
759	0.3365563126
760	0.3365287737
761	0.3365077628
762	0.3365077671
763	0.3364861809
764	0.3364738302
765	0.3364725187
766	0.3362901426
767	0.3362401592
768	0.3362302986
769	0.3362302389
770	0.3362302773
771	0.336040627
772	0.3359989099
773	0.3359836857
774	0.3359837022
775	0.3351986178
776	0.3351839819
777	0.3351839699
778	0.3351781398
779	0.3341009295
780	0.3340993222
781	0.3326416596
782	0.3326190603
783	0.3326071405
784	0.3326071125
785	0.3326071102
786	0.3324472802
787	0.3320864639
788	0.3318201608
789	0.3309273279
790	0.3296692976
791	0.3296602892
792	0.3296554143
793	0.3296553708
794	0.3296523895
795	0.3296524288
796	0.3296513995
797	0.3296514699
798	0.3294096193
799	0.3294097315
800	0.3294096769
801	0.3294011429
802	0.3294011437
803	0.328861425
804	0.3288583342
805	0.328856846
806	0.3287463975
807	0.3287337496
808	0.3287337468
809	0.3287337746
810	0.328726771
811	0.3287268193
812	0.3287121132
813	0.3284043745
814	0.3284043656
815	0.3284019968
816	0.3281758552
817	0.3281732924
818	0.3281733285
819	0.3281720794
820	0.3281720506
821	0.3280570575
822	0.3280532877
823	0.3279035914
824	0.3278421153
825	0.327724525
826	0.3277244921
827	0.3276740405
828	0.3276623858
829	0.3276313549
830	0.3275575908
831	0.327557693
832	0.327546787
833	0.3274885795
834	0.3274885774
835	0.3273584816
836	0.3273216537
837	0.3273209458
838	0.3273208423
839	0.3272498394
840	0.3272102698
841	0.3272102167
842	0.3272101865
843	0.3272086216
844	0.327192906
845	0.3271869908
846	0.3271767426
847	0.3271388287
848	0.3269349417
849	0.3269349847
850	0.3269075694
851	0.3269075918
852	0.3269075555
853	0.3269015935
854	0.326765602
855	0.326712551
856	0.3249460617
857	0.3249349858
858	0.3249294766
859	0.3247765004
860	0.3247754695
861	0.3247347173
862	0.3247346939
863	0.3247347035
864	0.324469405
865	0.3244612551
866	0.3244325726
867	0.3244293214
868	0.3244242625
869	0.324404714
870	0.3244047358
871	0.3242085873
872	0.3241804675
873	0.3241804485
874	0.3241752268
875	0.3241752289
876	0.3237507129
877	0.3237475149
878	0.3237474672
879	0.3237396345
880	0.3237322881
881	0.3220653353
882	0.3220652558
883	0.3220653357
884	0.3220615977
885	0.322061691
886	0.321780297
887	0.3217803945
888	0.3217802695
889	0.3217695505
890	0.3215677209
891	0.3215576074
892	0.3215390506
893	0.3215218685
894	0.3215141682
895	0.3215142361
896	0.3215142313
897	0.321513832
898	0.3215126157
899	0.3215005572
900	0.3214914202
901	0.3214869438
902	0.3211551909
903	0.3211551985
904	0.3211551911
905	0.3211551841
906	0.3211551557
907	0.3211329813
908	0.3211302434
909	0.3211257721
910	0.3210039914
911	0.3209405115
912	0.3209398836
913	0.320900436
914	0.32090043
915	0.3208398131
916	0.3208179191
917	0.3208036294
918	0.3207738374
919	0.3201127692
920	0.3201127513
921	0.320111657
922	0.3201117399
923	0.3201117999
924	0.3200308523
925	0.3200308213
926	0.3200308334
927	0.3200308396
928	0.3200173586
929	0.3200173697
930	0.3199156443
931	0.3199057698
932	0.3199057651
933	0.3199057999
934	0.3195229669
935	0.3195229829
936	0.3195229309
937	0.3193846665
938	0.3193296687
939	0.3193212625
940	0.3183355912
941	0.3182665888
942	0.3169615344
943	0.3169272357
944	0.316695264
945	0.3155006308
946	0.3148776902
947	0.3148447735
948	0.3148436227
949	0.3148434868
950	0.3146316845
951	0.3146287419
952	0.314628691
953	0.3146233579
954	0.3140871684
955	0.3139220995
956	0.3139035991
957	0.313903611
958	0.3138405496
959	0.3138404953
960	0.3138404791
961	0.3137874185
962	0.3137587478
963	0.3137587403
964	0.31375798
965	0.3137579961
966	0.3137045354
967	0.3137039739
968	0.3137039946
969	0.3137039743
970	0.3135814922
971	0.3135789761
972	0.313567877
973	0.313567813
974	0.3135678565
975	0.313567816
976	0.3135268812
977	0.3135250615
978	0.3135250453
979	0.3135250934
980	0.3135006044
981	0.3129699712
982	0.3129400192
983	0.3129192423
984	0.3129110482
985	0.3129029338
986	0.3128824645
987	0.3128825279
988	0.3128764345
989	0.3118241826
990	0.3117991654
991	0.3117815778
992	0.3117815476
993	0.3117727341
994	0.3117726646
995	0.3117405717
996	0.3117192249
997	0.311719311
998	0.3117146275
999	0.3117146636
1000	0.3114922262
1001	0.3114302007
1002	0.310773439
1003	0.31064603
1004	0.3106441638
1005	0.3106161296
1006	0.3104016683
1007	0.3104016721
1008	0.3101721117
1009	0.3101579161
1010	0.3101236749
1011	0.3101219485
1012	0.3101219437
1013	0.3100111704
1014	0.309992936
1015	0.3099816606
1016	0.3099805187
1017	0.3099619578
1018	0.3099489115
1019	0.3099489111
1020	0.3099489037
1021	0.3099488965
1022	0.3099110481
1023	0.3098960262
1024	0.3098869671
1025	0.3098767596
1026	0.3098767557
1027	0.3098250283
1028	0.3097794282
1029	0.3097794397
1030	0.3096911067
1031	0.3096911159
1032	0.3096654081
1033	0.3095377211
1034	0.3095122601
1035	0.3093684753
1036	0.309367689
1037	0.3093513299
1038	0.3091495116
1039	0.3091272651
1040	0.3090364604
1041	0.3090301664
1042	0.3090257648
1043	0.3090257709
1044	0.3090196967
1045	0.308928548
1046	0.3088049915
1047	0.3087894716
1048	0.3087774934
1049	0.3086014363
1050	0.3082287728
1051	0.3082249694
1052	0.3082248767
1053	0.3082249668
1054	0.3081786301
1055	0.3081783933
1056	0.3081159167
1057	0.3081159262
1058	0.3081159158
1059	0.3079585727
1060	0.3078668146
1061	0.307860301
1062	0.3078293311
1063	0.3078293694
1064	0.3078216894
1065	0.307821637
1066	0.3078216015
1067	0.307821622
1068	0.3078172945
1069	0.3077754633
1070	0.3077607455
1071	0.3077607331
1072	0.3075444884
1073	0.3075020584
1074	0.307490354
1075	0.3074903509
1076	0.307490343
1077	0.3074903447
1078	0.3074832778
1079	0.3074671161
1080	0.3074568502
1081	0.3061239581
1082	0.3060630012
1083	0.3057075373
1084	0.3057075958
1085	0.3052417458
1086	0.3052417333
1087	0.3051960779
1088	0.3051960202
1089	0.3051916794
1090	0.3051793562
1091	0.3051793645
1092	0.3048787645
1093	0.3048725762
1094	0.3046753827
1095	0.3046710338
1096	0.3046679588
1097	0.3046169966
1098	0.3045458528
1099	0.3045458838
1100	0.3045458305
1101	0.3045386981
1102	0.3043311773
1103	0.3040446422
1104	0.3040445983
1105	0.304044559
1106	0.3040355834
1107	0.3040354452
1108	0.3040354474
1109	0.3040325477
1110	0.3040241299
1111	0.3040233799
1112	0.3040234291
1113	0.3040234511
1114	0.3039669833
1115	0.3039325616
1116	0.3037868465
1117	0.3037785739
1118	0.3029731402
1119	0.3029267183
1120	0.3027561195
1121	0.3027543652
1122	0.3027317933
1123	0.3027318049
1124	0.3027265561
1125	0.3027248377
1126	0.3027248225
1127	0.3027248496
1128	0.3027141066
1129	0.3026857718
1130	0.302685729
1131	0.3026847589
1132	0.3022266973
1133	0.3021166866
1134	0.3021167004
1135	0.302116673
1136	0.3018834882
1137	0.3016639699
1138	0.3016639039
1139	0.3016639552
1140	0.3014616228
1141	0.3014616388
1142	0.3014505566
1143	0.3010489885
1144	0.3009891992
1145	0.3009730573
1146	0.3009324166
1147	0.3009324667
1148	0.3008499416
1149	0.3008442324
1150	0.3007514071
1151	0.3007466158
1152	0.2999209754
1153	0.2998483411
1154	0.2997623285
1155	0.2995850772
1156	0.2995793765
1157	0.2995793057
1158	0.2995793706
1159	0.2995620379
1160	0.2995620735
1161	0.299292611
1162	0.2992205294
1163	0.2989134847
1164	0.2986589418
1165	0.2986590722
1166	0.2985282523
1167	0.2985144662
1168	0.2984979006
1169	0.2984493895
1170	0.2984493837
1171	0.2984494201
1172	0.2984494303
1173	0.2984494224
1174	0.2984407654
1175	0.2984407556
1176	0.2984407546
1177	0.2984407251
1178	0.298440742
1179	0.2983948311
1180	0.2983853512
1181	0.2971888073
1182	0.2971879912
1183	0.2971879626
1184	0.2970529658
1185	0.2970375646
1186	0.2968748443
1187	0.2968705594
1188	0.2968436121
1189	0.2968412209
1190	0.2960619509
1191	0.2960619239
1192	0.2960619209
1193	0.2960619446
1194	0.2960570528
1195	0.2960535292
1196	0.2960535604
1197	0.2960535879
1198	0.2960502565
1199	0.296031415
1200	0.2960195933
1201	0.2959735397
1202	0.2959735392
1203	0.2958936809
1204	0.2958905345
1205	0.2958863647
1206	0.2958798847
1207	0.295687251
1208	0.2935981535
1209	0.2935967117
1210	0.2935904733
1211	0.2935841525
1212	0.2935036604
1213	0.2935036646
1214	0.293503648
1215	0.2934601734
1216	0.2934601123
1217	0.2932300585
1218	0.2927439255
1219	0.2927405357
1220	0.2927392741
1221	0.29273841
1222	0.2927384079
1223	0.2927307471
1224	0.2926803363
1225	0.2926789592
1226	0.2926781496
1227	0.2926712912
1228	0.2926670727
1229	0.2926633463
1230	0.2925699433
1231	0.2925695128
1232	0.2925683952
1233	0.2925679541
1234	0.292247844
1235	0.2922477854
1236	0.2921378163
1237	0.2921337072
1238	0.2921035282
1239	0.2921034943
1240	0.2920780201
1241	0.2919746164
1242	0.2919746216
1243	0.2919746439
1244	0.2919722588
1245	0.2919551974
1246	0.2918810493
1247	0.2917730554
1248	0.2917729821
1249	0.2917719135
1250	0.290759507
1251	0.2888934264
1252	0.2887736016
1253	0.2887736902
1254	0.2885202136
1255	0.2885202253
1256	0.2885202667
1257	0.2885190774
1258	0.288367959
1259	0.2883329763
1260	0.2883010841
1261	0.2882981438
1262	0.2882652784
1263	0.2882264125
1264	0.2882215205
1265	0.2882191031
1266	0.288203732
1267	0.287991436
1268	0.287937483
1269	0.2879375244
1270	0.2879375185
1271	0.2878589719
1272	0.2878588026
1273	0.2871303161
1274	0.2871173942
1275	0.2871174351
1276	0.2871174548
1277	0.2869407135
1278	0.2869248601
1279	0.2864705467
1280	0.2864705454
1281	0.2864705738
1282	0.2864657988
1283	0.2864658708
1284	0.2864658037
1285	0.2864632377
1286	0.2863886252
1287	0.2863885704
1288	0.2862847844
1289	0.2862708613
1290	0.2862707593
1291	0.2862514012
1292	0.2862413313
1293	0.2862412669
1294	0.2862275098
1295	0.2862275098
1296	0.2862193545
1297	0.2862193273
1298	0.2862167586
1299	0.2853796064
1300	0.2851898587
1301	0.285171727
1302	0.2851718224
1303	0.2851669156
1304	0.2851363728
1305	0.2851346621
1306	0.2844924233
1307	0.2844925008
1308	0.2844915439
1309	0.2844160619
1310	0.284409963
1311	0.2843040695
1312	0.2841588869
1313	0.2840553655
1314	0.2840166482
1315	0.2838856143
1316	0.2835523623
1317	0.2835462646
1318	0.283535104
1319	0.283355399
1320	0.2833522887
1321	0.2833522913
1322	0.2833506717
1323	0.2833506739
1324	0.2833493179
1325	0.2833032927
1326	0.2832151145
1327	0.2832055487
1328	0.283016886
1329	0.2830157131
1330	0.2829437083
1331	0.2829368215
1332	0.2827710547
1333	0.2827667163
1334	0.2827410155
1335	0.2827410211
1336	0.2827410387
1337	0.2827409817
1338	0.2825967422
1339	0.2825778948
1340	0.2825413902
1341	0.2825413952
1342	0.2823694606
1343	0.2823643851
1344	0.2823405149
1345	0.2823387429
1346	0.2822541404
1347	0.2822541325
1348	0.282247637
1349	0.2822476157
1350	0.2820710059
1351	0.2820675961
1352	0.2820676188
1353	0.2820635722
1354	0.282063634
1355	0.2819990498
1356	0.2819991216
1357	0.2819798114
1358	0.2819798196
1359	0.2819794879
1360	0.2819794508
1361	0.2819681913
1362	0.2819633953
1363	0.2819395421
1364	0.2819394886
1365	0.2819395233
1366	0.2819394996
1367	0.2819378377
1368	0.2819339965
1369	0.2819308236
1370	0.2819308084
1371	0.2816778792
1372	0.2816755814
1373	0.2816755901
1374	0.2815295438
1375	0.2815269122
1376	0.2815268959
1377	0.2815038285
1378	0.2815038354
1379	0.2814013659
1380	0.2813957788
1381	0.2813920923
1382	0.2813451329
1383	0.2813450717
1384	0.2813437784
1385	0.2800110298
1386	0.2786806439
1387	0.2786806425
1388	0.2786795849
1389	0.2786370494
1390	0.2774469699
1391	0.2774442487
1392	0.27744423
1393	0.2774407467
1394	0.2774394174
1395	0.2774148271
1396	0.277409989
1397	0.2774099643
1398	0.277338797
1399	0.2773327395
1400	0.2762786144
1401	0.2762752383
1402	0.2762752741
1403	0.2761992779
1404	0.2761992515
1405	0.2761993386
1406	0.2761984235
1407	0.2761983958
1408	0.2761723595
1409	0.2761487308
1410	0.2761459241
1411	0.2757344226
1412	0.2757344529
1413	0.2757344113
1414	0.2757339341
1415	0.2756926221
1416	0.275673361
1417	0.2756709296
1418	0.2755850519
1419	0.2754265596
1420	0.2754219099
1421	0.2754158322
1422	0.2754158617
1423	0.2754106533
1424	0.2754107175
1425	0.2754095696
1426	0.2754029208
1427	0.2753518272
1428	0.2753145635
1429	0.2753077929
1430	0.2753025992
1431	0.2752874202
1432	0.2749052608
1433	0.274905235
1434	0.2749052768
1435	0.2748228005
1436	0.274822721
1437	0.2747478613
1438	0.2747478832
1439	0.2747273811
1440	0.2747273916
1441	0.2745975111
1442	0.2745563234
1443	0.2743549081
1444	0.2743549081
1445	0.2743511634
1446	0.2743511471
1447	0.2743511378
1448	0.2743501581
1449	0.2738815208
1450	0.273881537
1451	0.2738695564
1452	0.2735837321
1453	0.2732198805
1454	0.2732139695
1455	0.273211058
1456	0.2732110621
1457	0.2730454028
1458	0.2730360607
1459	0.2730360774
1460	0.2730360613
1461	0.2730360613
1462	0.2729686101
1463	0.2729416857
1464	0.2729416979
1465	0.2728785724
1466	0.2728778158
1467	0.2728777723
1468	0.2728778631
1469	0.2728762656
1470	0.2728562565
1471	0.2728562944
1472	0.2728563434
1473	0.2727171152
1474	0.2727112227
1475	0.2727103606
1476	0.2727102972
1477	0.2711701071
1478	0.2711665255
1479	0.2709726599
1480	0.2708595189
1481	0.2708585019
1482	0.2707921115
1483	0.2707921668
1484	0.2707921244
1485	0.2704603876
1486	0.2704591302
1487	0.2704591872
1488	0.2704591636
1489	0.2704573851
1490	0.2704244361
1491	0.2704244532
1492	0.2704234569
1493	0.2704234128
1494	0.2703606938
1495	0.2702824553
1496	0.2701670349
1497	0.2701063117
1498	0.270104835
1499	0.2699011567
1500	0.2697456592
1501	0.2696968221
1502	0.269671606
1503	0.269671607
1504	0.269671598
1505	0.2696696213
1506	0.2696217219
1507	0.2695551579
1508	0.2694365546
1509	0.2694365269
1510	0.2694364932
